Name in Fastas,Genome,S3 Gene?,GeneID/Accession,Data Source,Genome Type,Sequencing,Assembler,MetaType,PhyloKingdom,PhyloPhylum,PhyloClass,PhyloOrder,PhyloFamily,PhyloGenus,IMGAccession,NCBIAccession,BioSample,BioProject,Sample Location,Country,Latitude,Longitude,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Habitat,Treatment,Genome Size,Scaffolds,Genes,GC%,16S rRNA sequences,CRISPRs,Citation/ContactName,ClosestIsolateRef,IsolateRefAlignLength,IsolateRefPercID,IsolateRefEvalue,IsolateRefBitscore,ClosestGenomeRef,GenomeRefAlignLength,GenomeRefPercID,GenomeRefEvalue,GenomeRefBitscore,Outgroup
3300004253==Ga0066464_10317081,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 94_HOW11,Yes,Ga0066464_10317081,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004253,NA,SAMN06264861,PRJNA365587,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,99.80,148385,202448,NA,48,68,Ludmila Chistoserdova,Methylobacter tundripaludum OWC-DMM,189,98.41,7E-139,383,Methylobacter sp. UBA6712,189,98.41,1E-138,383,NA
3300004251==Ga0066465_1161501,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 97_LOW12,Yes,Ga0066465_1161501,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004251,NA,SAMN06266432,PRJNA365588,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,58.05,98075,126427,NA,38,31,Ludmila Chistoserdova,Methylobacter tundripaludum OWC-DMM,206,100,7E-154,422,Methylobacter sp. UBA6712,206,100,1E-153,422,NA
3300004251==Ga0066465_1166881,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 97_LOW12,Yes,Ga0066465_1166881,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004251,NA,SAMN06266432,PRJNA365588,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,58.05,98075,126427,NA,38,31,Ludmila Chistoserdova,Methylobacter tundripaludum OWC-DMM,206,100,7E-154,422,Methylobacter sp. UBA6712,206,100,1E-153,422,NA
3300004243==Ga0066466_1005752,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 98_LOW12,Yes,Ga0066466_1005752,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004243,NA,SAMN06264840,PRJNA365589,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,22.86,33880,46628,NA,23,21,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,100,3E-167,456,Methylobacter tundripaludum SV96,223,100,6E-167,456,NA
3300004252==Ga0066467_1102811,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 99_LOW12,Yes,Ga0066467_1102811,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004252,NA,SAMN06265057,PRJNA365590,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,52.76,95364,120407,NA,48,29,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,98.65,8E-166,453,Methylobacter tundripaludum SV96,223,98.65,2E-165,453,NA
3300004252==Ga0066467_1102821,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 99_LOW12,Yes,Ga0066467_1102821,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004252,NA,SAMN06265057,PRJNA365590,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,52.76,95364,120407,NA,48,29,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,100,3E-167,456,Methylobacter tundripaludum SV96,223,100,6E-167,456,NA
3300004556==Ga0066489_11028941,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 1_LOW4 (Metagenome Metatranscriptome),Yes,Ga0066489_11028941,IMG,Gene,Illumina HiSeq 2500-1TB,megahit v. 0.2.0,MetaT,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004556,NA,SAMN06344042,PRJNA375384,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,51.58,135925,145620,NA,5314,42,Ludmila Chistoserdova,Methylobacter sp. BBA5.1,223,95.96,2E-162,444,Methylococcaceae bacterium UBA6146,223,96.86,2E-163,448,NA
3300004556==Ga0066489_10383161,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 1_LOW4 (Metagenome Metatranscriptome),Yes,Ga0066489_10383161,IMG,Gene,Illumina HiSeq 2500-1TB,megahit v. 0.2.0,MetaT,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004556,NA,SAMN06344042,PRJNA375384,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,51.58,135925,145620,NA,5314,42,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,96.86,9E-164,448,Methylobacter tundripaludum SV96,223,96.86,2E-163,448,NA
3300004556==Ga0066489_10220714,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 1_LOW4 (Metagenome Metatranscriptome),Yes,Ga0066489_10220714,IMG,Gene,Illumina HiSeq 2500-1TB,megahit v. 0.2.0,MetaT,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004556,NA,SAMN06344042,PRJNA375384,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,51.58,135925,145620,NA,5314,42,Ludmila Chistoserdova,Methylobacter luteus IMV-B-3098T,223,97.31,4E-164,449,Methylobacter luteus IMV B 3098T,223,97.31,7E-164,449,NA
3300004568==Ga0066496_1085819,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 10_HOW4 (Metagenome Metatranscriptome),Yes,Ga0066496_1085819,IMG,Gene,Illumina HiSeq 2500-1TB,megahit v. 0.2.0,MetaT,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004568,NA,SAMN06344049,PRJNA375391,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,18.03,49149,51639,NA,3653,14,Ludmila Chistoserdova,Methylobacter sp. BBA5.1,223,91.48,3E-157,431,Methylobacter whittenburyi ACM 3310,223,91.48,5E-157,431,NA
3300004568==Ga0066496_1116797,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 10_HOW4 (Metagenome Metatranscriptome),Yes,Ga0066496_1116797,IMG,Gene,Illumina HiSeq 2500-1TB,megahit v. 0.2.0,MetaT,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004568,NA,SAMN06344049,PRJNA375391,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,18.03,49149,51639,NA,3653,14,Ludmila Chistoserdova,Methylobacter luteus IMV-B-3098T,223,95.52,1E-161,442,Methylococcaceae bacterium UBA3127,223,99.1,9E-166,454,NA
3300004568==Ga0066496_1145274,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 10_HOW4 (Metagenome Metatranscriptome),Yes,Ga0066496_1145274,IMG,Gene,Illumina HiSeq 2500-1TB,megahit v. 0.2.0,MetaT,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004568,NA,SAMN06344049,PRJNA375391,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,18.03,49149,51639,NA,3653,14,Ludmila Chistoserdova,Methylosarcina lacus LW14,223,100,4E-167,456,Methylosarcina lacus-69,223,100,8E-167,456,NA
3300004484==Ga0066556_1103392,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 100_LOW12 (Metagenome Metatranscriptome),Yes,Ga0066556_1103392,IMG,Gene,Illumina HiSeq 2500-1TB,megahit v. 0.2.0,MetaT,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004484,NA,SAMN06344090,PRJNA375432,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater,Enrichment,24.20,44584,54154,NA,72,23,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,98.65,8E-166,453,Methylobacter tundripaludum SV96,223,98.65,2E-165,453,NA
3300004484==Ga0066556_1077462,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 100_LOW12 (Metagenome Metatranscriptome),Yes,Ga0066556_1077462,IMG,Gene,Illumina HiSeq 2500-1TB,megahit v. 0.2.0,MetaT,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004484,NA,SAMN06344090,PRJNA375432,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater,Enrichment,24.20,44584,54154,NA,72,23,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,100,3E-167,456,Methylobacter tundripaludum SV96,223,100,6E-167,456,NA
3300004532==Ga0066557_1097385,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 103_HOW12 (Metagenome Metatranscriptome),Yes,Ga0066557_1097385,IMG,Gene,Illumina HiSeq 2500-1TB,megahit v. 0.2.0,MetaT,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004532,NA,SAMN06344091,PRJNA375433,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,29.03,57115,67377,NA,119,26,Ludmila Chistoserdova,Methylobacter tundripaludum OWC-DMM,223,100,2E-167,457,Methylobacter sp. UBA6712,223,100,5E-167,457,NA
3300004553==Ga0066558_10515922,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 104_HOW12 (Metagenome Metatranscriptome),Yes,Ga0066558_10515922,IMG,Gene,Illumina HiSeq 2500-1TB,megahit v. 0.2.0,MetaT,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004553,NA,SAMN06266472,PRJNA365631,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,51.95,105091,122364,NA,128,56,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,199,100,5E-148,407,Methylobacter tundripaludum SV96,199,100,9E-148,407,NA
3300004496==Ga0066559_1097298,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 105_HOW12 (Metagenome Metatranscriptome),Yes,Ga0066559_1097298,IMG,Gene,Illumina HiSeq 2500-1TB,megahit v. 0.2.0,MetaT,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004496,NA,SAMN06344092,PRJNA375434,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater,Enrichment,22.75,40043,49892,NA,207,14,Ludmila Chistoserdova,Methylobacter tundripaludum OWC-DMM,223,100,2E-167,457,Methylobacter sp. UBA6712,223,100,5E-167,457,NA
3300004514==Ga0066561_1063254,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 109_LOW13 (Metagenome Metatranscriptome),Yes,Ga0066561_1063254,IMG,Gene,Illumina HiSeq 2500-1TB,megahit v. 0.2.0,MetaT,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004514,NA,SAMN06344094,PRJNA375436,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater,Enrichment,13.21,22924,28824,NA,37,14,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,100,3E-167,456,Methylobacter tundripaludum SV96,223,100,6E-167,456,NA
3300004509==Ga0066562_1049145,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 110_LOW13 (Metagenome Metatranscriptome),Yes,Ga0066562_1049145,IMG,Gene,Illumina HiSeq 2500-1TB,megahit v. 0.2.0,MetaT,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004509,NA,SAMN06344095,PRJNA375437,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater,Enrichment,8.77,13827,17678,NA,64,16,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,100,3E-167,456,Methylobacter tundripaludum SV96,223,100,6E-167,456,NA
3300004550==Ga0066563_1066859,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 111_LOW13 (Metagenome Metatranscriptome),Yes,Ga0066563_1066859,IMG,Gene,Illumina HiSeq 2500-1TB,megahit v. 0.2.0,MetaT,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004550,NA,SAMN06266442,PRJNA365632,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,46.35,89134,105545,NA,82,59,Ludmila Chistoserdova,Methylobacter sp. BBA5.1,223,91.48,3E-157,431,Methylobacter whittenburyi ACM 3310,223,91.48,5E-157,431,NA
3300004550==Ga0066563_10916321,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 111_LOW13 (Metagenome Metatranscriptome),Yes,Ga0066563_10916321,IMG,Gene,Illumina HiSeq 2500-1TB,megahit v. 0.2.0,MetaT,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004550,NA,SAMN06266442,PRJNA365632,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,46.35,89134,105545,NA,82,59,Ludmila Chistoserdova,Methylobacter sp. BBA5.1,223,94.17,8E-162,443,Methylobacter whittenburyi ACM 3310,223,94.17,2E-161,443,NA
3300004550==Ga0066563_1720841,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 111_LOW13 (Metagenome Metatranscriptome),Yes,Ga0066563_1720841,IMG,Gene,Illumina HiSeq 2500-1TB,megahit v. 0.2.0,MetaT,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004550,NA,SAMN06266442,PRJNA365632,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,46.35,89134,105545,NA,82,59,Ludmila Chistoserdova,Methylomonas sp. DH-1,219,97.72,1E-161,442,Methylomonas sp. DH-1,219,97.72,2E-161,442,NA
3300004550==Ga0066563_1107439,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 111_LOW13 (Metagenome Metatranscriptome),Yes,Ga0066563_1107439,IMG,Gene,Illumina HiSeq 2500-1TB,megahit v. 0.2.0,MetaT,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004550,NA,SAMN06266442,PRJNA365632,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,46.35,89134,105545,NA,82,59,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,98.65,8E-166,453,Methylobacter tundripaludum SV96,223,98.65,2E-165,453,NA
3300004550==Ga0066563_1133079,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 111_LOW13 (Metagenome Metatranscriptome),Yes,Ga0066563_1133079,IMG,Gene,Illumina HiSeq 2500-1TB,megahit v. 0.2.0,MetaT,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004550,NA,SAMN06266442,PRJNA365632,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,46.35,89134,105545,NA,82,59,Ludmila Chistoserdova,Methylomonas methanica MC09,223,98.65,5E-165,451,Methylomonas methanica MC09,223,98.65,9E-165,451,NA
3300004550==Ga0066563_1121454,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 111_LOW13 (Metagenome Metatranscriptome),Yes,Ga0066563_1121454,IMG,Gene,Illumina HiSeq 2500-1TB,megahit v. 0.2.0,MetaT,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004550,NA,SAMN06266442,PRJNA365632,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,46.35,89134,105545,NA,82,59,Ludmila Chistoserdova,Methylosarcina lacus LW14,223,100,4E-167,456,Methylosarcina lacus-69,223,100,8E-167,456,NA
3300004515==Ga0066564_1041314,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 112_LOW13 (Metagenome Metatranscriptome),Yes,Ga0066564_1041314,IMG,Gene,Illumina HiSeq 2500-1TB,megahit v. 0.2.0,MetaT,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004515,NA,SAMN06344096,PRJNA375438,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater,Enrichment,14.42,25367,30297,NA,102,8,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,100,3E-167,456,Methylobacter tundripaludum SV96,223,100,6E-167,456,NA
3300004541==Ga0066565_1098712,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 115_HOW13 (Metagenome Metatranscriptome),Yes,Ga0066565_1098712,IMG,Gene,Illumina HiSeq 2500-1TB,megahit v. 0.2.0,MetaT,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004541,NA,SAMN06344097,PRJNA375439,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,34.27,63891,77553,NA,86,31,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,100,3E-167,456,Methylobacter tundripaludum SV96,223,100,6E-167,456,NA
3300004526==Ga0066566_1065187,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 116_HOW13 (Metagenome Metatranscriptome),Yes,Ga0066566_1065187,IMG,Gene,Illumina HiSeq 2500-1TB,megahit v. 0.2.0,MetaT,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004526,NA,SAMN06344098,PRJNA375440,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,21.30,42415,50286,NA,262,19,Ludmila Chistoserdova,Methylobacter tundripaludum OWC-DMM,223,100,2E-167,457,Methylobacter sp. UBA6712,223,100,5E-167,457,NA
3300004513==Ga0066567_1035197,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 117_HOW13 (Metagenome Metatranscriptome),Yes,Ga0066567_1035197,IMG,Gene,Illumina HiSeq 2500-1TB,megahit v. 0.2.0,MetaT,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004513,NA,SAMN06344099,PRJNA375441,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater,Enrichment,13.59,21773,28087,NA,138,9,Ludmila Chistoserdova,Methylobacter tundripaludum OWC-DMM,223,100,2E-167,457,Methylobacter sp. UBA6712,223,100,5E-167,457,NA
3300004527==Ga0066568_1036181,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 118_HOW13 (Metagenome Metatranscriptome),Yes,Ga0066568_1036181,IMG,Gene,Illumina HiSeq 2500-1TB,megahit v. 0.2.0,MetaT,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004527,NA,SAMN06344100,PRJNA375442,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater,Enrichment,25.01,44383,51640,NA,75,23,Ludmila Chistoserdova,Methylobacter tundripaludum OWC-DMM,223,100,2E-167,457,Methylobacter sp. UBA6712,223,100,5E-167,457,NA
3300004527==Ga0066568_1058022,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 118_HOW13 (Metagenome Metatranscriptome),Yes,Ga0066568_1058022,IMG,Gene,Illumina HiSeq 2500-1TB,megahit v. 0.2.0,MetaT,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004527,NA,SAMN06344100,PRJNA375442,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater,Enrichment,25.01,44383,51640,NA,75,23,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,100,3E-167,456,Methylobacter tundripaludum SV96,223,100,6E-167,456,NA
